#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_080430.1	1	155044423	2944940	131264082	84.6622	4.26762	34.4	44.2
NC_080431.1	1	121038451	2639839	102920125	85.0309	4.85514	34.2	40.8
NC_080432.1	1	116058627	2397643	99647859	85.8599	4.6605	34.3	43.5
NC_080433.1	1	75532323	1468821	65579703	86.8234	4.35531	34.4	46.3
NC_080434.1	1	74254230	1596979	63543759	85.5759	4.79025	34.2	42.6
NC_080435.1	1	64434786	1693932	56715085	88.0194	5.89481	34.1	38.5
NC_080436.1	1	41113200	950541	36602147	89.0277	5.31491	34.4	43.8
NC_080437.1	1	37718192	813932	33740681	89.4547	4.87311	34.4	49.1
NC_080438.1	1	32012489	712502	28855955	90.1397	5.06645	34.4	51.1
NC_080439.1	1	25975538	557250	23774730	91.5274	4.91766	34.4	56.2
NC_080440.1	1	23937375	613708	22034536	92.0508	5.89915	34.3	49.4
NC_080441.1	1	21246031	717650	19556661	92.0485	7.57158	34.4	40.3
NC_080442.1	1	20908400	480238	19147248	91.5768	5.19676	34.4	53.7
NC_080443.1	1	20828029	469055	18767296	90.106	5.1342	34.5	52.5
NC_080444.1	1	19163621	550134	17841470	93.1007	6.46694	34.3	47.4
NC_080445.1	1	17259260	562998	16049119	92.9885	7.34595	34.4	44.9
NC_080446.1	1	15772524	611818	14946239	94.7612	8.78107	34.4	40
NC_080447.1	1	14594892	413413	13853863	94.9227	6.35416	34.2	53.9
NC_080448.1	1	13647849	1006091	13064776	95.7277	16.447	34.5	21.3
NC_080449.1	1	13139134	507402	12630264	96.1271	8.617	34.2	42.2
NC_080450.1	1	12685073	517287	11898639	93.8003	9.06022	34.4	38.9
NC_080451.1	1	11415287	591929	10857141	95.1105	11.483	34.3	30.5
NC_080452.1	1	10664763	627878	10252516	96.1345	12.6768	34.1	32.8
NC_080453.1	1	9760545	405706	9268259	94.9564	8.99272	34.1	40.5
NC_080454.1	1	8390233	479782	7705056	91.8336	12.199	34.1	30.8
NC_080455.1	1	7681223	315315	7199234	93.7251	8.96999	33.8	44.7
NC_080456.1	1	7148689	221927	6706285	93.8114	6.78813	33.9	55.1
NC_080457.1	1	6818969	285112	6394541	93.7758	8.88234	33.8	50.1
NC_080458.1	1	6746589	468792	6395699	94.799	14.8316	33.9	27.8
NC_080459.1	1	5829678	804768	5467545	93.7881	27.6713	32.9	13.6
NC_080460.1	1	4651408	170548	4197067	90.2322	7.19777	33.6	50.9
NC_080461.1	1	4540688	391489	4374493	96.3399	17.6228	33.8	26.1
NC_080462.1	1	3521296	171420	3264850	92.7173	8.52005	33.2	46.3
NC_080463.1	1	1086347	134659	999674	92.0216	21.5029	34	25
NC_080464.1	1	34706425	854451	30474940	87.8078	5.30291	34.4	17.6
NC_080465.1	1	83426660	900705	54498812	65.3254	2.4129	34.5	38.8
NW_026652215.1	1	10891332	903662	10051017	92.2846	18.6873	34.3	27.8
NW_026652216.1	1	3851306	321158	3768540	97.851	19.1516	34.2	16.9
NW_026652217.1	1	2471679	271826	2434985	98.5154	23.7721	34.7	3.13
NW_026652218.1	1	2047835	208843	1873991	91.5108	21.7851	34.8	13.2
